User_Interest,User_Budget,Place_Name,Place_Type,Place_Budget,State,User_Rating
Adventure,High,Kolkata,City Life,Medium,West Bengal,2.0
Wildlife,Medium,Marina,Beach,Low,Tamil Nadu,2.0
Adventure,High,Ranthambore,Wildlife,Low,Rajasthan,2.01
Wildlife,High,Hyderabad,City Life,Low,Telangana,2.0
Wildlife,Low,Spiti,Adventure,Low,Himachal,2.91
Historical,Medium,Marina,Beach,Low,Tamil Nadu,2.0
Hill Station,High,Puri,Beach,Low,Odisha,2.0
Religious,Low,Baga,Beach,High,Goa,1.4
Hill Station,Medium,Kanha,Wildlife,Low,MP,2.01
Beach,Medium,Hyderabad,City Life,Low,Telangana,2.0
Hill Station,High,Ahmedabad,City Life,High,Gujarat,2.91
Religious,Medium,Nalanda,Historical,Low,Bihar,2.01
Hill Station,Low,Red Fort,Historical,High,Delhi,1.4
City Life,High,Somnath,Religious,Medium,Gujarat,2.0
Wildlife,High,Zulruk,Adventure,Low,Sikkim,2.01
Adventure,Medium,Ranthambore,Wildlife,High,Rajasthan,1.4
City Life,Medium,Jaipur,Historical,High,Rajasthan,1.4
Beach,Low,Khajuraho,Historical,Low,MP,2.9
Hill Station,High,Rishikesh,Adventure,High,Uttarakhand,2.91
City Life,Low,Bodh Gaya,Religious,High,Bihar,1.4
Historical,High,Gangtok,Hill Station,Medium,Sikkim,2.01
Hill Station,Low,Bandipur,Wildlife,Low,Karnataka,2.91
Beach,High,Bodh Gaya,Religious,Medium,Bihar,2.0
Hill Station,Medium,Mumbai,City Life,High,Maharashtra,1.41
Historical,Medium,Kanha,Wildlife,Low,MP,2.0
Religious,Medium,Yadadri,Religious,Medium,Telangana,5.0
Religious,Medium,Bangalore,City Life,Low,Karnataka,2.0
Adventure,Low,Jim Corbett,Wildlife,Low,Uttarakhand,2.91
Beach,High,Varkala,Beach,Medium,Kerala,4.1
Adventure,High,Amritsar,Religious,Low,Punjab,2.0
Religious,High,Red Fort,Historical,Low,Delhi,2.01
Beach,Low,Bandipur,Wildlife,Low,Karnataka,2.91
Religious,High,Bandipur,Wildlife,High,Karnataka,2.9
Hill Station,Low,Zulruk,Adventure,Medium,Sikkim,1.41
Wildlife,High,Ahmedabad,City Life,Medium,Gujarat,2.0
Wildlife,Low,Amritsar,Religious,Low,Punjab,2.9
Wildlife,Low,Nalanda,Historical,Medium,Bihar,1.4
Religious,Medium,Dandeli,Adventure,Low,Karnataka,2.0
Adventure,Medium,Gulmarg,Hill Station,High,Kashmir,1.4
Adventure,Medium,Ranthambore,Wildlife,Low,Rajasthan,2.0
Wildlife,Low,Shillong,Hill Station,Low,Meghalaya,2.9
Wildlife,High,Varkala,Beach,High,Kerala,2.91
Religious,Low,Kaziranga,Wildlife,High,Assam,1.4
Wildlife,Low,Leh,Adventure,High,Ladakh,1.4
Adventure,Low,Baga,Beach,High,Goa,1.41
Hill Station,Medium,Alibaug,Beach,Low,Maharashtra,2.0
Religious,High,Ooty,Hill Station,Medium,Tamil Nadu,2.0
Beach,Medium,Gulmarg,Hill Station,Low,Kashmir,2.01
Beach,High,Somnath,Religious,Medium,Gujarat,2.01
City Life,Low,Rishikesh,Adventure,Low,Uttarakhand,2.9
Adventure,Low,Marina,Beach,Medium,Tamil Nadu,1.4
City Life,Medium,Jaipur,Historical,High,Rajasthan,1.4
Beach,Low,Amritsar,Religious,Medium,Punjab,1.41
Hill Station,Medium,Varanasi,Religious,Medium,UP,2.9
City Life,High,Red Fort,Historical,High,Delhi,2.91
Historical,Medium,Somnath,Religious,Low,Gujarat,2.0
Hill Station,High,Marina,Beach,Low,Tamil Nadu,2.01
City Life,High,Madurai,Religious,High,Tamil Nadu,2.91
Wildlife,High,Kaziranga,Wildlife,High,Assam,5.0
Hill Station,Medium,CP,City Life,Medium,Delhi,2.91
Historical,Medium,Gir,Wildlife,Low,Gujarat,2.0
Religious,High,Hampi,Historical,High,Karnataka,2.9
Beach,High,Kolkata,City Life,High,West Bengal,2.9
Wildlife,High,Baga,Beach,High,Goa,2.9
Wildlife,High,Leh,Adventure,Low,Ladakh,2.01
Beach,Medium,Mumbai,City Life,High,Maharashtra,1.41
Religious,Medium,Tawang,Adventure,High,Arunachal,1.41
Historical,Medium,Alibaug,Beach,Medium,Maharashtra,2.9
Religious,Medium,Mumbai,City Life,Medium,Maharashtra,2.91
Hill Station,Low,Kanha,Wildlife,Medium,MP,1.41
City Life,Medium,Jaipur,Historical,Medium,Rajasthan,2.9
Hill Station,Medium,Mumbai,City Life,High,Maharashtra,1.4
Adventure,Medium,Rishikesh,Adventure,Medium,Uttarakhand,5.0
Beach,Low,Dandeli,Adventure,High,Karnataka,1.4
Adventure,Low,Puri,Beach,Medium,Odisha,1.4
Hill Station,High,Gir,Wildlife,High,Gujarat,2.91
City Life,Low,Shillong,Hill Station,Low,Meghalaya,2.9
Beach,Low,Somnath,Religious,High,Gujarat,1.4
Religious,High,Varkala,Beach,Medium,Kerala,2.0
Hill Station,Medium,Varkala,Beach,Medium,Kerala,2.9
City Life,Medium,Manali,Hill Station,Low,Himachal,2.0
Hill Station,Low,Hyderabad,City Life,Low,Telangana,2.91
Religious,High,Ranthambore,Wildlife,Low,Rajasthan,2.01
Religious,High,Amritsar,Religious,Medium,Punjab,4.1
Adventure,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.01
Wildlife,Medium,Hyderabad,City Life,High,Telangana,1.4
Historical,Low,Kolkata,City Life,Medium,West Bengal,1.41
Beach,Low,Yadadri,Religious,Medium,Telangana,1.4
Adventure,Medium,Tawang,Adventure,Medium,Arunachal,5.0
Hill Station,Low,Marina,Beach,High,Tamil Nadu,1.4
Beach,Medium,Bodh Gaya,Religious,Medium,Bihar,2.91
Adventure,Low,Ranthambore,Wildlife,Low,Rajasthan,2.91
Hill Station,Medium,Red Fort,Historical,High,Delhi,1.4
Religious,High,Kaziranga,Wildlife,Medium,Assam,2.01
Hill Station,Medium,Varkala,Beach,High,Kerala,1.41
Wildlife,Medium,Ajanta,Historical,Low,Maharashtra,2.0
Religious,Medium,Bodh Gaya,Religious,Medium,Bihar,5.0
Adventure,Medium,CP,City Life,Medium,Delhi,2.91
Religious,Medium,Radhanagar,Beach,Low,Andaman,2.0
Religious,Low,Nainital,Hill Station,Medium,Uttarakhand,1.4
Adventure,Low,Tawang,Adventure,High,Arunachal,3.5
Wildlife,Medium,Alibaug,Beach,Low,Maharashtra,2.01
Beach,Low,Marina,Beach,Low,Tamil Nadu,5.0
Religious,Low,Red Fort,Historical,Low,Delhi,2.91
Historical,Low,Madurai,Religious,Low,Tamil Nadu,2.91
Wildlife,High,Yadadri,Religious,Low,Telangana,2.01
Adventure,Medium,Shillong,Hill Station,Low,Meghalaya,2.0
Adventure,Low,Spiti,Adventure,Medium,Himachal,3.5
Wildlife,Medium,Red Fort,Historical,High,Delhi,1.4
City Life,High,Red Fort,Historical,High,Delhi,2.91
Adventure,Medium,Kaziranga,Wildlife,Medium,Assam,2.9
Adventure,Medium,Hampi,Historical,Medium,Karnataka,2.91
Wildlife,Low,Varkala,Beach,Medium,Kerala,1.41
Adventure,Low,Madurai,Religious,Medium,Tamil Nadu,1.41
Beach,Low,Gir,Wildlife,Medium,Gujarat,1.41
Religious,Low,Ranthambore,Wildlife,Medium,Rajasthan,1.4
City Life,Low,Ahmedabad,City Life,Low,Gujarat,5.0
City Life,High,Varkala,Beach,Medium,Kerala,2.01
Beach,Medium,Gir,Wildlife,Low,Gujarat,2.01
City Life,High,Leh,Adventure,Medium,Ladakh,2.01
Religious,Medium,Bodh Gaya,Religious,High,Bihar,3.51
Historical,Medium,Somnath,Religious,Medium,Gujarat,2.91
Hill Station,Low,Somnath,Religious,Low,Gujarat,2.9
Wildlife,High,Gir,Wildlife,Medium,Gujarat,4.1
Wildlife,Medium,Hampi,Historical,Medium,Karnataka,2.91
Wildlife,Low,Gangtok,Hill Station,Medium,Sikkim,1.41
Adventure,High,Red Fort,Historical,Low,Delhi,2.01
Religious,High,Hyderabad,City Life,High,Telangana,2.91
Historical,Low,Hyderabad,City Life,Medium,Telangana,1.4
Beach,Medium,Zulruk,Adventure,Medium,Sikkim,2.9
Adventure,Medium,Puri,Beach,High,Odisha,1.4
City Life,High,Nalanda,Historical,Low,Bihar,2.01
Wildlife,High,Red Fort,Historical,Low,Delhi,2.01
Religious,High,Marina,Beach,High,Tamil Nadu,2.9
Wildlife,Medium,Tawang,Adventure,Low,Arunachal,2.0
Historical,High,Yadadri,Religious,Medium,Telangana,2.0
Hill Station,High,Gangtok,Hill Station,Low,Sikkim,4.1
Adventure,Medium,Kaziranga,Wildlife,High,Assam,1.4
Wildlife,Medium,Gangtok,Hill Station,Low,Sikkim,2.0
Wildlife,Low,Gulmarg,Hill Station,High,Kashmir,1.4
Adventure,High,Madurai,Religious,Low,Tamil Nadu,2.01
Hill Station,Low,Amritsar,Religious,High,Punjab,1.41
City Life,High,Bangalore,City Life,Medium,Karnataka,4.1
Religious,Low,Hyderabad,City Life,High,Telangana,1.41
Adventure,High,Gulmarg,Hill Station,High,Kashmir,2.91
City Life,High,Nainital,Hill Station,High,Uttarakhand,2.9
Hill Station,Low,Kolkata,City Life,Medium,West Bengal,1.4
Beach,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.91
City Life,Low,Gir,Wildlife,High,Gujarat,1.41
City Life,High,Baga,Beach,High,Goa,2.9
Hill Station,Medium,Marina,Beach,Medium,Tamil Nadu,2.9
Wildlife,Medium,Ranthambore,Wildlife,Medium,Rajasthan,5.0
Historical,High,Dandeli,Adventure,High,Karnataka,2.91
Adventure,Medium,Bandipur,Wildlife,Medium,Karnataka,2.9
Religious,High,Hyderabad,City Life,High,Telangana,2.9
Wildlife,Low,Kaziranga,Wildlife,High,Assam,3.51
Wildlife,High,Nalanda,Historical,Medium,Bihar,2.0
City Life,Medium,Kolkata,City Life,Medium,West Bengal,5.0
Hill Station,High,Shillong,Hill Station,Medium,Meghalaya,4.1
Beach,High,Madurai,Religious,Medium,Tamil Nadu,2.0
Religious,Low,Bodh Gaya,Religious,High,Bihar,3.51
Adventure,Medium,Kaziranga,Wildlife,Medium,Assam,2.91
Adventure,Low,Hyderabad,City Life,Low,Telangana,2.9
Historical,High,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Beach,Low,Bodh Gaya,Religious,High,Bihar,1.41
Wildlife,High,Nalanda,Historical,Medium,Bihar,2.01
City Life,High,Baga,Beach,Medium,Goa,2.0
Historical,Low,Leh,Adventure,Medium,Ladakh,1.41
Historical,Medium,Mumbai,City Life,High,Maharashtra,1.4
Beach,Low,Hyderabad,City Life,Medium,Telangana,1.41
Adventure,High,Bangalore,City Life,Medium,Karnataka,2.0
Historical,High,Kolkata,City Life,Low,West Bengal,2.0
Beach,Low,Bodh Gaya,Religious,High,Bihar,1.4
Beach,Medium,Leh,Adventure,High,Ladakh,1.4
City Life,High,Ranthambore,Wildlife,Low,Rajasthan,2.01
Adventure,Medium,Baga,Beach,High,Goa,1.41
Historical,High,Varanasi,Religious,High,UP,2.9
Historical,Low,Madurai,Religious,High,Tamil Nadu,1.41
Adventure,Low,Gulmarg,Hill Station,Medium,Kashmir,1.41
City Life,Low,Varanasi,Religious,Medium,UP,1.41
City Life,Medium,Kaziranga,Wildlife,Medium,Assam,2.9
Beach,High,Alibaug,Beach,Medium,Maharashtra,4.11
Wildlife,Low,Gangtok,Hill Station,Medium,Sikkim,1.41
Beach,Medium,Leh,Adventure,High,Ladakh,1.41
Adventure,Medium,Nainital,Hill Station,Medium,Uttarakhand,2.91
Wildlife,Low,Ranthambore,Wildlife,High,Rajasthan,3.5
Religious,Medium,Rishikesh,Adventure,Low,Uttarakhand,2.0
Historical,High,Nalanda,Historical,Low,Bihar,4.11
Historical,Medium,Jim Corbett,Wildlife,High,Uttarakhand,1.41
Wildlife,High,Gulmarg,Hill Station,Low,Kashmir,2.01
City Life,High,Nalanda,Historical,High,Bihar,2.9
City Life,Medium,Dandeli,Adventure,High,Karnataka,1.4
Wildlife,Medium,Gangtok,Hill Station,Low,Sikkim,2.0
Historical,Low,Varanasi,Religious,Medium,UP,1.41
Religious,High,Hyderabad,City Life,High,Telangana,2.9
Wildlife,High,Marina,Beach,High,Tamil Nadu,2.9
Hill Station,Low,Bodh Gaya,Religious,Medium,Bihar,1.4
Adventure,Medium,Kanha,Wildlife,Low,MP,2.01
Hill Station,Medium,Ahmedabad,City Life,High,Gujarat,1.41
City Life,Low,Spiti,Adventure,Medium,Himachal,1.41
Adventure,Low,Gir,Wildlife,Low,Gujarat,2.91
Beach,Low,Spiti,Adventure,High,Himachal,1.41
Wildlife,Medium,Ahmedabad,City Life,Medium,Gujarat,2.9
Wildlife,High,Hampi,Historical,Low,Karnataka,2.01
City Life,Low,Shillong,Hill Station,High,Meghalaya,1.4
Adventure,High,Kaziranga,Wildlife,Medium,Assam,2.0
Beach,Medium,Nainital,Hill Station,Low,Uttarakhand,2.01
Wildlife,Medium,Alibaug,Beach,Medium,Maharashtra,2.91
Adventure,Medium,Spiti,Adventure,High,Himachal,3.5
Historical,Medium,Radhanagar,Beach,Low,Andaman,2.01
Beach,Low,Ajanta,Historical,Low,Maharashtra,2.91
Religious,Medium,Kaziranga,Wildlife,Low,Assam,2.01
Beach,High,Gulmarg,Hill Station,Low,Kashmir,2.01
Hill Station,Medium,Dandeli,Adventure,Medium,Karnataka,2.9
City Life,High,Madurai,Religious,High,Tamil Nadu,2.9
Hill Station,Medium,Ranthambore,Wildlife,High,Rajasthan,1.41
Beach,Medium,Yadadri,Religious,Medium,Telangana,2.91
Wildlife,Low,Zulruk,Adventure,Medium,Sikkim,1.4
Wildlife,Medium,Madurai,Religious,Low,Tamil Nadu,2.0
Adventure,Low,Rishikesh,Adventure,Low,Uttarakhand,5.0
City Life,Low,Nalanda,Historical,Low,Bihar,2.9
Hill Station,High,Jim Corbett,Wildlife,High,Uttarakhand,2.91
City Life,Medium,Ahmedabad,City Life,High,Gujarat,3.51
Religious,High,Bodh Gaya,Religious,Medium,Bihar,4.11
Hill Station,High,Shillong,Hill Station,Low,Meghalaya,4.11
Religious,High,Kanha,Wildlife,Low,MP,2.01
Hill Station,High,Jaipur,Historical,Low,Rajasthan,2.0
Wildlife,High,Yadadri,Religious,Low,Telangana,2.0
Religious,Low,Spiti,Adventure,Medium,Himachal,1.41
Adventure,Low,Kanha,Wildlife,Medium,MP,1.4
Beach,Low,Amritsar,Religious,Low,Punjab,2.91
Religious,Medium,Varanasi,Religious,High,UP,3.51
Adventure,Low,Hyderabad,City Life,Medium,Telangana,1.4
Wildlife,Low,Zulruk,Adventure,Medium,Sikkim,1.4
Hill Station,High,CP,City Life,Low,Delhi,2.0
Religious,High,Mumbai,City Life,Medium,Maharashtra,2.0
Hill Station,Low,Hyderabad,City Life,Low,Telangana,2.9
Religious,Medium,Jim Corbett,Wildlife,Low,Uttarakhand,2.0
Wildlife,Low,Somnath,Religious,Medium,Gujarat,1.4
Adventure,High,Nalanda,Historical,Low,Bihar,2.0
Wildlife,Medium,Spiti,Adventure,High,Himachal,1.4
Religious,Low,CP,City Life,High,Delhi,1.4
Wildlife,Low,Ahmedabad,City Life,Low,Gujarat,2.9
Beach,Low,Leh,Adventure,High,Ladakh,1.41
Hill Station,High,Kaziranga,Wildlife,Medium,Assam,2.0
Historical,High,Kaziranga,Wildlife,Low,Assam,2.0
Historical,Low,Bandipur,Wildlife,Low,Karnataka,2.9
Beach,Low,Ahmedabad,City Life,Low,Gujarat,2.91
Religious,Medium,Hyderabad,City Life,High,Telangana,1.41
City Life,High,Varkala,Beach,Medium,Kerala,2.0
Religious,High,Yadadri,Religious,Low,Telangana,4.11
Historical,High,Spiti,Adventure,Medium,Himachal,2.0
Beach,Low,Ajanta,Historical,Medium,Maharashtra,1.4
Religious,Low,Manali,Hill Station,Medium,Himachal,1.41
Adventure,Medium,Puri,Beach,Medium,Odisha,2.91
Hill Station,High,Leh,Adventure,High,Ladakh,2.9
City Life,High,Gir,Wildlife,High,Gujarat,2.91
Wildlife,High,Bandipur,Wildlife,Low,Karnataka,4.11
City Life,High,Red Fort,Historical,High,Delhi,2.9
Beach,Low,Bandipur,Wildlife,High,Karnataka,1.4
Adventure,Medium,Bangalore,City Life,Low,Karnataka,2.0
Hill Station,High,Bandipur,Wildlife,Low,Karnataka,2.0
Hill Station,Low,Nalanda,Historical,Low,Bihar,2.91
Wildlife,Medium,Kolkata,City Life,Low,West Bengal,2.01
Wildlife,Low,Manali,Hill Station,Medium,Himachal,1.4
Beach,High,Kaziranga,Wildlife,Medium,Assam,2.0
Hill Station,Low,Gulmarg,Hill Station,High,Kashmir,3.51
Adventure,Medium,Spiti,Adventure,High,Himachal,3.5
Adventure,Medium,Gir,Wildlife,Medium,Gujarat,2.9
Adventure,Low,Nalanda,Historical,High,Bihar,1.41
Historical,Low,Gulmarg,Hill Station,Medium,Kashmir,1.4
Wildlife,Medium,Bandipur,Wildlife,Medium,Karnataka,5.0
Beach,Low,Shillong,Hill Station,High,Meghalaya,1.41
City Life,Low,Gir,Wildlife,Low,Gujarat,2.9
City Life,Low,Tawang,Adventure,Medium,Arunachal,1.41
City Life,Low,Dandeli,Adventure,Low,Karnataka,2.91
City Life,Low,Nalanda,Historical,High,Bihar,1.4
Historical,Low,CP,City Life,High,Delhi,1.41
City Life,Low,Hampi,Historical,High,Karnataka,1.41
Adventure,Medium,Puri,Beach,Low,Odisha,2.0
Religious,Low,Red Fort,Historical,Low,Delhi,2.9
Adventure,Medium,Varkala,Beach,High,Kerala,1.41
Beach,Medium,Manali,Hill Station,Medium,Himachal,2.91
City Life,Medium,Ahmedabad,City Life,Medium,Gujarat,5.0
Adventure,Low,Mumbai,City Life,Low,Maharashtra,2.91
Hill Station,High,Mumbai,City Life,Low,Maharashtra,2.0
Wildlife,Medium,Dandeli,Adventure,High,Karnataka,1.41
Adventure,Medium,Kanha,Wildlife,Low,MP,2.0
Wildlife,Medium,Kolkata,City Life,High,West Bengal,1.4
Religious,Low,Manali,Hill Station,Medium,Himachal,1.41
Hill Station,Low,Dandeli,Adventure,High,Karnataka,1.41
Historical,Low,Khajuraho,Historical,Low,MP,5.0
Adventure,Medium,Rishikesh,Adventure,High,Uttarakhand,3.51
Hill Station,High,Ooty,Hill Station,High,Tamil Nadu,5.0
Wildlife,High,Ahmedabad,City Life,Low,Gujarat,2.0
Wildlife,High,Somnath,Religious,High,Gujarat,2.9
City Life,High,Rishikesh,Adventure,Medium,Uttarakhand,2.01
Beach,Low,Nainital,Hill Station,Medium,Uttarakhand,1.41
Historical,Low,Hyderabad,City Life,Medium,Telangana,1.4
Religious,Medium,Jaipur,Historical,Low,Rajasthan,2.01
City Life,Low,Jaipur,Historical,High,Rajasthan,1.4
Religious,Medium,Ooty,Hill Station,Medium,Tamil Nadu,2.91
Religious,Low,Marina,Beach,High,Tamil Nadu,1.41
City Life,High,Jaipur,Historical,Low,Rajasthan,2.0
Religious,Medium,Leh,Adventure,Medium,Ladakh,2.9
Adventure,Medium,Bandipur,Wildlife,High,Karnataka,1.41
Historical,Medium,Baga,Beach,High,Goa,1.41
Hill Station,Low,Dandeli,Adventure,Low,Karnataka,2.9
Wildlife,Low,Hampi,Historical,High,Karnataka,1.4
Wildlife,High,Bodh Gaya,Religious,Low,Bihar,2.0
Historical,Medium,Nalanda,Historical,Low,Bihar,4.1
Hill Station,High,Nainital,Hill Station,Medium,Uttarakhand,4.11
Historical,High,Ajanta,Historical,Low,Maharashtra,4.1
Historical,Medium,Baga,Beach,Medium,Goa,2.9
Beach,Medium,Manali,Hill Station,High,Himachal,1.41
Religious,High,Amritsar,Religious,Low,Punjab,4.11
Wildlife,Medium,Kaziranga,Wildlife,Medium,Assam,5.0
Hill Station,Low,Gangtok,Hill Station,Low,Sikkim,5.0
Religious,High,Kanha,Wildlife,Medium,MP,2.0
Adventure,Low,Ahmedabad,City Life,Medium,Gujarat,1.41
City Life,Low,Zulruk,Adventure,High,Sikkim,1.4
Hill Station,High,Yadadri,Religious,High,Telangana,2.91
Wildlife,High,Red Fort,Historical,Low,Delhi,2.0
Religious,Low,Mumbai,City Life,Low,Maharashtra,2.9
City Life,Medium,Jim Corbett,Wildlife,Medium,Uttarakhand,2.91
Beach,Low,Gir,Wildlife,Low,Gujarat,2.9
Hill Station,Low,Gir,Wildlife,Medium,Gujarat,1.41
Wildlife,Medium,Bangalore,City Life,Low,Karnataka,2.0
Adventure,High,Mumbai,City Life,Medium,Maharashtra,2.01
Religious,Low,Kolkata,City Life,Medium,West Bengal,1.4
Wildlife,Low,Kaziranga,Wildlife,Low,Assam,5.0
Religious,Medium,Bodh Gaya,Religious,High,Bihar,3.5
Beach,High,Varkala,Beach,High,Kerala,5.0
Historical,Low,Marina,Beach,Low,Tamil Nadu,2.91
Hill Station,High,Rishikesh,Adventure,Medium,Uttarakhand,2.01
City Life,High,Manali,Hill Station,High,Himachal,2.9
Historical,Medium,Amritsar,Religious,High,Punjab,1.4
Adventure,High,Mumbai,City Life,Low,Maharashtra,2.01
Religious,High,Zulruk,Adventure,Low,Sikkim,2.0
Wildlife,High,Dandeli,Adventure,High,Karnataka,2.9
Wildlife,Medium,Gangtok,Hill Station,High,Sikkim,1.41
City Life,High,Ajanta,Historical,High,Maharashtra,2.91
Religious,Low,Amritsar,Religious,Low,Punjab,5.0
Hill Station,Medium,Nainital,Hill Station,Low,Uttarakhand,4.1
Adventure,Medium,Gir,Wildlife,Medium,Gujarat,2.9
Hill Station,Low,Kolkata,City Life,Low,West Bengal,2.91
Beach,Medium,CP,City Life,High,Delhi,1.4
Hill Station,Medium,Baga,Beach,Low,Goa,2.0
City Life,Low,Ooty,Hill Station,Low,Tamil Nadu,2.9
Wildlife,Low,Amritsar,Religious,High,Punjab,1.41
City Life,High,Gir,Wildlife,Low,Gujarat,2.0
Wildlife,Medium,Red Fort,Historical,Low,Delhi,2.0
Historical,High,Manali,Hill Station,Medium,Himachal,2.0
Religious,Low,Ooty,Hill Station,Medium,Tamil Nadu,1.4
Beach,Low,Shillong,Hill Station,Low,Meghalaya,2.9
Wildlife,Medium,Puri,Beach,Medium,Odisha,2.91
Wildlife,High,Ajanta,Historical,Medium,Maharashtra,2.0
Beach,Low,Leh,Adventure,Medium,Ladakh,1.41
Historical,Low,Puri,Beach,Medium,Odisha,1.41
Wildlife,High,Marina,Beach,High,Tamil Nadu,2.91
Wildlife,High,Rishikesh,Adventure,Low,Uttarakhand,2.01
Religious,Medium,Leh,Adventure,Medium,Ladakh,2.9
Beach,High,Jim Corbett,Wildlife,Medium,Uttarakhand,2.01
Beach,Medium,Hyderabad,City Life,High,Telangana,1.4
Hill Station,Medium,Yadadri,Religious,Medium,Telangana,2.91
Hill Station,Low,Leh,Adventure,Medium,Ladakh,1.4
Religious,Low,Puri,Beach,Low,Odisha,2.91
City Life,Medium,Kanha,Wildlife,Low,MP,2.0
Hill Station,Low,Ooty,Hill Station,Low,Tamil Nadu,5.0
Wildlife,Low,Manali,Hill Station,Low,Himachal,2.91
Wildlife,Low,Varkala,Beach,High,Kerala,1.4
Hill Station,Medium,Kaziranga,Wildlife,Low,Assam,2.01
Adventure,Medium,Leh,Adventure,Medium,Ladakh,5.0
Wildlife,High,Varkala,Beach,Medium,Kerala,2.01
Wildlife,High,Amritsar,Religious,High,Punjab,2.91
Beach,Medium,Kanha,Wildlife,Low,MP,2.01
Adventure,Low,Jaipur,Historical,High,Rajasthan,1.41
Wildlife,Low,Baga,Beach,Medium,Goa,1.4
Religious,Low,Somnath,Religious,Low,Gujarat,5.0
Historical,High,Radhanagar,Beach,High,Andaman,2.9
Wildlife,High,Kolkata,City Life,High,West Bengal,2.91
Hill Station,Low,Manali,Hill Station,High,Himachal,3.5
Adventure,High,Red Fort,Historical,High,Delhi,2.9
Beach,Low,Varkala,Beach,High,Kerala,3.5
Historical,Low,Zulruk,Adventure,Medium,Sikkim,1.41
Adventure,Low,Somnath,Religious,High,Gujarat,1.41
Adventure,Low,Gangtok,Hill Station,Low,Sikkim,2.9
Wildlife,Medium,Nainital,Hill Station,Low,Uttarakhand,2.0
Wildlife,Low,Nainital,Hill Station,High,Uttarakhand,1.41
Beach,Medium,Gangtok,Hill Station,Medium,Sikkim,2.91
Wildlife,High,Shillong,Hill Station,Low,Meghalaya,2.0
Beach,Low,Varkala,Beach,High,Kerala,3.51
Historical,High,Yadadri,Religious,Low,Telangana,2.0
Hill Station,Medium,Ahmedabad,City Life,High,Gujarat,1.4
Religious,Low,Tawang,Adventure,Medium,Arunachal,1.4
City Life,High,Red Fort,Historical,Medium,Delhi,2.0
Wildlife,Medium,Kanha,Wildlife,Medium,MP,5.0
Historical,High,Spiti,Adventure,High,Himachal,2.9
Beach,Medium,Hampi,Historical,Low,Karnataka,2.01
Historical,Medium,Alibaug,Beach,High,Maharashtra,1.41
Historical,High,Bodh Gaya,Religious,High,Bihar,2.91
Religious,Medium,Madurai,Religious,High,Tamil Nadu,3.5
Beach,Low,Red Fort,Historical,High,Delhi,1.41
Adventure,Low,Alibaug,Beach,Medium,Maharashtra,1.4
Religious,Medium,CP,City Life,Low,Delhi,2.01
City Life,Medium,Nainital,Hill Station,High,Uttarakhand,1.4
Historical,High,Khajuraho,Historical,Low,MP,4.11
Hill Station,High,Yadadri,Religious,Medium,Telangana,2.01
Religious,High,Jaipur,Historical,High,Rajasthan,2.91
Historical,Medium,Amritsar,Religious,Medium,Punjab,2.91
Religious,Low,Leh,Adventure,Medium,Ladakh,1.41
Religious,Medium,Varanasi,Religious,Low,UP,4.1
Wildlife,Medium,Gangtok,Hill Station,High,Sikkim,1.4
Hill Station,High,Varkala,Beach,High,Kerala,2.9
Hill Station,Low,Kanha,Wildlife,Low,MP,2.91
Hill Station,High,Amritsar,Religious,High,Punjab,2.91
Wildlife,High,Spiti,Adventure,Low,Himachal,2.01
Adventure,Medium,Manali,Hill Station,Low,Himachal,2.0
Wildlife,High,CP,City Life,Medium,Delhi,2.01
Hill Station,Low,Puri,Beach,High,Odisha,1.41
Religious,Low,Radhanagar,Beach,High,Andaman,1.41
Religious,Low,Varanasi,Religious,Low,UP,5.0
Historical,Medium,Somnath,Religious,Low,Gujarat,2.01
Adventure,High,Ooty,Hill Station,High,Tamil Nadu,2.9
Adventure,High,Jim Corbett,Wildlife,Medium,Uttarakhand,2.01
Beach,High,Amritsar,Religious,Medium,Punjab,2.01
City Life,High,Khajuraho,Historical,Medium,MP,2.0
Adventure,High,Varanasi,Religious,High,UP,2.91
Adventure,Medium,Kanha,Wildlife,Medium,MP,2.91
Hill Station,Low,Radhanagar,Beach,High,Andaman,1.41
Hill Station,Medium,Amritsar,Religious,High,Punjab,1.4
Hill Station,High,Jim Corbett,Wildlife,High,Uttarakhand,2.91
Adventure,Medium,Kaziranga,Wildlife,Low,Assam,2.0
Historical,Medium,Ranthambore,Wildlife,Medium,Rajasthan,2.91
Wildlife,Medium,Shillong,Hill Station,Medium,Meghalaya,2.9
Wildlife,Low,Marina,Beach,Medium,Tamil Nadu,1.4
Hill Station,High,Leh,Adventure,Low,Ladakh,2.0
Beach,Low,Bandipur,Wildlife,High,Karnataka,1.4
City Life,High,Rishikesh,Adventure,Low,Uttarakhand,2.01
Adventure,Medium,Baga,Beach,Medium,Goa,2.9
Adventure,High,Varanasi,Religious,Medium,UP,2.0
Hill Station,High,Hyderabad,City Life,Medium,Telangana,2.01
Hill Station,High,Kanha,Wildlife,Low,MP,2.01
City Life,High,Red Fort,Historical,High,Delhi,2.91
Hill Station,Medium,Ooty,Hill Station,High,Tamil Nadu,3.51
Religious,Medium,Spiti,Adventure,High,Himachal,1.41
Religious,Low,Yadadri,Religious,Medium,Telangana,3.5
